language_name,repo_name
HTML,eventbrite/britecharts
HTML,eventql/eventql
HTML,evilebottnawi/favicons
HTML,evilhero/mylar
HTML,exupero/saveSvgAsPng
HTML,fabric8-ui/fabric8-ui
HTML,facebook/buck
HTML,facebook/flow
HTML,facebook/react
HTML,facebook/react-devtools
HTML,fastlane/fastlane
HTML,fatedier/frp
HTML,fboender/ansible-cmdb
HTML,fcwu/docker-ubuntu-vnc-desktop
HTML,feathers-plus/feathers-vuex
HTML,fedora-infra/bodhi
HTML,feedbin/feedbin
HTML,firebase/firebase-js-sdk
HTML,firebase/functions-samples
HTML,foosel/OctoPrint
HTML,foospidy/DbDat
HTML,forcedotcom/aura
HTML,forcedotcom/salesforcedx-vscode
HTML,formspree/formspree
HTML,fortunejs/fortune
HTML,franciscop/server
HTML,frappe/erpnext
HTML,fraserxu/react-dropdown
HTML,freedomofpress/securedrop
HTML,frida/frida-website
HTML,fullcalendar/fullcalendar
HTML,fxbois/web-mode
HTML,g0v/vue.vtaiwan.tw
HTML,gabrielfalcao/lettuce
HTML,gap-system/gap
HTML,gate-sso/gate
HTML,gatling/gatling
HTML,gatsbyjs/gatsby
HTML,gchq/CyberChef
HTML,gchq/stroom
HTML,geany/geany
HTML,geeeeeeeeek/electronic-wechat
HTML,geerlingguy/ansible-for-devops
HTML,geex-arts/django-jet
HTML,genialis/resolwe-bio
HTML,genny-project/alyson-v2
HTML,geopandas/geopandas
HTML,getgrav/grav
HTML,getlantern/lantern
HTML,getnikola/nikola
HTML,getpelican/pelican
HTML,getredash/redash
HTML,getsentry/raven-python
HTML,getsentry/sentry
HTML,getsentry/sentry-docs
HTML,gitbucket/gitbucket
HTML,glimmerjs/glimmer-vm
HTML,glowing-bear/glowing-bear
HTML,gluster/glusterweb
HTML,gnachman/iTerm2
HTML,gobitfly/etherchain-light
HTML,gocd/gocd
HTML,golang/playground
HTML,google/EarlGrey
HTML,google/WebFundamentals
HTML,google/blockly
HTML,google/closure-library
HTML,google/earthenterprise
HTML,google/eddystone
HTML,google/gson
HTML,google/martian
HTML,google/material-design-lite
HTML,googlefonts/fontbakery
HTML,googlei18n/libphonenumber
HTML,googlesamples/vulkan-basic-samples
HTML,gorhill/uBlock
HTML,govau/uikit
HTML,gracelang/language
HTML,gradle/gradle
HTML,gravitational/teleport
HTML,greenplum-db/gpdb
HTML,gregjacobs/Autolinker.js
HTML,gregs1104/pgbench-tools
HTML,gridcoin/Gridcoin-Research
HTML,groonga/groonga
HTML,guyonroche/exceljs
HTML,h2o/h2o
HTML,h2oai/h2o-3
HTML,h5bp/html5-boilerplate
HTML,habitat-sh/habitat
HTML,hack4impact/flask-base
HTML,haifengl/smile
HTML,hail-is/hail
HTML,hakimel/reveal.js
HTML,hallahan/LeafletPlayback
HTML,haml/haml
HTML,hammerjs/hammer.js
HTML,hanami/hanami
HTML,haradakunihiko/react-confirm
HTML,hashicorp/consul
HTML,hashicorp/terraform
HTML,hawtio/hawtio-jmx
HTML,hawtio/hawtio-oauth
HTML,heiswayi/the-plain
HTML,henrylee2cn/pholcus
HTML,hgoebl/mobile-detect.js
HTML,highperformancecoder/scidavis
HTML,hjson/hjson
HTML,hlinnaka/gpdb
HTML,hlissner/doom-emacs
HTML,holiman/evmlab
HTML,hshoff/vx
HTML,http4s/http4s
HTML,huangxianyuan/hxyFrame
HTML,hydroshare/hydroshare
HTML,hype/HYPE_Processing
HTML,hyperledger/fabric
HTML,i18next/react-i18next
HTML,iNavFlight/inav
HTML,igniterealtime/Smack
HTML,igrigorik/ga-beacon
HTML,ikarus23/MifareClassicTool
HTML,illuspas/Node-Media-Server
HTML,iluwatar/java-design-patterns
HTML,imbrianj/switchBoard
HTML,imolorhe/altair
HTML,ingadhoc/odoo-argentina
HTML,inloop/svg2android
HTML,intercom/intercom-rails
HTML,internetarchive/bookreader
HTML,iovisor/bcc
HTML,ipfs/js-ipfs
HTML,irisli/stellarterm
HTML,isb-cgc/ISB-CGC-Webapp
HTML,istio/istio
HTML,it-projects-llc/pos-addons
HTML,it-projects-llc/website-addons
HTML,ivanceras/svgbobrus
HTML,ivandavidov/minimal
HTML,iview/iview-admin
HTML,jaegertracing/jaeger
HTML,jakcodex/muledump
HTML,jakevdp/PythonDataScienceHandbook
HTML,jaliss/securesocial
HTML,jamesdbloom/mockserver
HTML,jan-molak/serenity-js
HTML,janl/mustache.js
HTML,jantimon/html-webpack-plugin
HTML,japgolly/scalajs-react
HTML,jashkenas/backbone
HTML,jason-bragg/orleans
HTML,jasonLaster/debugger.html
HTML,jasp-stats/jasp-desktop
HTML,jburel/openmicroscopy
HTML,jdan/cleaver
HTML,jeffpar/pcjs
HTML,jekyll/jekyll
HTML,jenkinsci/docker-workflow-plugin
HTML,jenkinsci/jenkins
HTML,jeremykenedy/laravel-users
HTML,jfhbrook/node-ecstatic
HTML,jgraph/drawio
HTML,jgx65/hierfstat
HTML,jhawthorn/solidus
HTML,jhipster/generator-jhipster
HTML,jhy/jsoup
HTML,jindrapetrik/jpexs-decompiler
HTML,jitsi/jitsi-meet
HTML,jlopp/lopp.net
HTML,jlord/sheetsee.js
HTML,jnunemaker/flipper
HTML,joeferner/node-java
HTML,joelittlejohn/jsonschema2pojo
HTML,joemccann/dillinger
HTML,jondot/sneakers
HTML,joyent/manta-marlin-dashboard
HTML,jplag/jplag
HTML,jprochazka/adsb-receiver
HTML,jquery-validation/jquery-validation
HTML,js-cookie/js-cookie
HTML,jsonapi-suite/jsonapi_compliable
HTML,jsonwebtoken/jsonwebtoken.github.io
HTML,juju/juju
HTML,julianshapiro/velocity
HTML,jumpserver/jumpserver
HTML,junegunn/redis-stat
HTML,jwadhams/json-logic-js
HTML,k0shk0sh/FastHub
HTML,k9mail/k-9
HTML,karma-runner/karma
HTML,karpathy/arxiv-sanity-preserver
HTML,kbase/KBaseSearchEngine
HTML,kbrsh/moon
HTML,kenwheeler/slick
HTML,kevinchappell/formBuilder
HTML,keybase/client
HTML,kiegroup/drools
HTML,kizniche/Mycodo
HTML,kmuto/review
HTML,konpa/devicon
HTML,krausest/js-framework-benchmark
HTML,kripken/sql.js
HTML,ksylvest/jquery-growl
HTML,kubernetes/dashboard
HTML,kubernetes/examples
HTML,kubernetes/kubernetes
HTML,kubernetes/test-infra
HTML,kupriyanenko/jbone
HTML,kwhinnery/todomvc-plusplus
HTML,lagom/lagom
HTML,lambtron/emojipacks
HTML,languagetool-org/languagetool
HTML,laravel/framework
HTML,le4ker/personal-jekyll-theme
HTML,leanprover/lean
HTML,leapmotion/autowiring
HTML,learningequality/kolibri
HTML,lian-yue/vue-upload-component
HTML,libMesh/libmesh
HTML,libp2p/js-libp2p-webrtc-star
HTML,lifei6671/mindoc
HTML,lihongxun945/jquery-weui
HTML,lindell/JsBarcode
HTML,linea-it/dri
HTML,linkedin/WhereHows
HTML,linkedin/pinot
HTML,linkerd/linkerd
HTML,lipangit/JiaoZiVideoPlayer
HTML,lipis/flag-icon-css
HTML,litecoin-project/litecoin
HTML,liubin/promises-book
HTML,liudf0716/apfree_wifidog
HTML,lnykryn/systemd-rhel
HTML,locustio/locust
HTML,loomio/loomio
HTML,loot/loot
HTML,louischatriot/nedb
HTML,lovell/sharp
HTML,luci/luci-go
HTML,luixaviles/socket-io-typescript-chat
HTML,luruke/barba.js
HTML,maas/maas
HTML,madlib/madlib
HTML,magarena/magarena
HTML,malyw/malyw.github.io
HTML,manuelbieh/Geolib
HTML,manufactured-solutions/MASA
HTML,marcan/blitzloop
HTML,marcgibbons/django-rest-swagger
HTML,markevans/dragonfly
HTML,mattboldt/typed.js
HTML,matthieua/WOW
HTML,mattupstate/flask-security
HTML,maximebf/php-debugbar
HTML,maxwellito/vivus
HTML,mayerwin/vs-customize-window-title
HTML,mcasimir/mobile-angular-ui
HTML,mdaines/viz.js
HTML,mdn/learning-area
HTML,mdn/webextensions-examples
HTML,medialab-ufg/wp-rhs
HTML,meolu/walle-web
HTML,merenlab/anvio
HTML,mesosphere/dcos-commons
HTML,mesosphere/marathon
HTML,metabase/metabase
HTML,meteor/react-packages
HTML,mgechev/angular-seed
HTML,mhevery/angular
HTML,mholt/caddy
HTML,micropython/micropython-esp32
HTML,miguelfreitas/twister-core
HTML,mike-north/ember-add-to-homescreen
HTML,mike-north/ember-intercom-io
HTML,mike-north/ember-orientation
HTML,mikeal/node.couchapp.js
HTML,mikedanese/kubernetes
HTML,milligram/milligram
HTML,minio/minio
HTML,mitmproxy/mitmproxy
HTML,mixcloud/django-experiments
HTML,mixer/janus-gateway
HTML,mkdocs/mkdocs-bootswatch
HTML,mochajs/mocha
HTML,modularscale/modularscale-sass
HTML,mopsalarm/Pr0
HTML,mozilla-mobile/firefox-ios
HTML,mozilla/bedrock
HTML,mozilla/fxa-content-server
HTML,mozilla/kuma
HTML,mozilla/pdf.js
HTML,mozilla/readability
HTML,mozilla/serviceworker-cookbook
HTML,mozilla/tls-observatory
HTML,mozilla/treeherder
HTML,mpusher/mpush
HTML,mrdoob/three.js
HTML,mrvautin/adminMongo
HTML,mseemann/angular2-mdl
HTML,mseemann/angular2-mdl-ext
HTML,muaz-khan/WebRTC-Experiment
HTML,mukeshsoni/react-telephone-input
HTML,mzabriskie/react-draggable
HTML,nabeelio/phpvms
HTML,natritmeyer/site_prism
HTML,naver/pinpoint
HTML,ncase/trust
HTML,ncw/rclone
HTML,ndevilla/iniparser
HTML,nebulasio/go-nebulas
HTML,negomi/react-burger-menu
HTML,neinteractiveliterature/intercode
HTML,nemasu/asmttpd
HTML,neo4j/neo4j-browser
HTML,neowu/core-ng-project
HTML,nerves-project/nerves
HTML,netty/netty
HTML,neuropoly/qMRLab
HTML,nevins-b/javascript-bcrypt
HTML,nextcloud/android
HTML,nextcloud/appstore
HTML,nextcloud/passman
HTML,nextcloud/server
HTML,ng-select/ng-select
HTML,ngageoint/hootenanny-ui
HTML,ngld/knossos
HTML,nhibernate/nhibernate-core
HTML,nightscout/cgm-remote-monitor
HTML,nightwatchjs/nightwatch
HTML,niklasvh/html2canvas
HTML,nitroshare/nitroshare-desktop
HTML,nlohmann/json
HTML,nodeca/pica
HTML,noelboss/featherlight
HTML,nosir/cleave.js
HTML,nossas/bonde-client
HTML,npmhub/npmhub
HTML,nsqio/nsq
HTML,numenta/numenta-web
HTML,nusmodifications/nusmods
HTML,nutjunkie/IQmol
HTML,nuxt/nuxt.js
HTML,nvdv/vprof
HTML,odileeds/dashboard
HTML,oldj/SwitchHosts
HTML,oliver-moran/jimp
HTML,oneclick/rubyinstaller2
HTML,opal/opal
HTML,open-falcon/falcon-plus
HTML,opencart/opencart
HTML,opencleveland/large-lots
HTML,openedinc/callisto
HTML,openfl/openfl
HTML,openfoodfoundation/openfoodnetwork
HTML,openhatch/oh-mainline
HTML,openimaj/openimaj
HTML,openshift-evangelists/kbe
HTML,openshift/openshift-ansible
HTML,openshift/origin
HTML,opensim-org/opensim-gui
HTML,openstreetmap/openstreetmap-website
HTML,openzipkin/zipkin
HTML,oppia/oppia
HTML,optoro-devops/optoro_mysql
HTML,orangehill/bootstrap-session-timeout
HTML,overviewer/Minecraft-Overviewer
HTML,ow2-proactive/catalog
HTML,ow2-proactive/connector-matlab-scilab
HTML,ow2-proactive/programming
HTML,ow2-proactive/scheduling
HTML,ow2-proactive/scheduling-api
HTML,ow2-proactive/scheduling-portal
HTML,owncloud/customgroups
HTML,pachterlab/sleuth
HTML,pandas-dev/pandas
HTML,pangweiwei/slua
HTML,paritytech/parity
HTML,pencil2d/pencil
HTML,pennersr/django-allauth
HTML,pentaho/modeler
HTML,pentaho/pentaho-kettle
HTML,pentaho/pentaho-osgi-bundles
HTML,petkaantonov/bluebird
HTML,pfnet/PaintsChainer
HTML,phanan/koel
HTML,phenotips/phenotips
HTML,phetsims/masses-and-springs
HTML,philc/vimium
HTML,philschatz/octokat.js
HTML,phoboslab/jsmpeg
HTML,phoronix-test-suite/phoronix-test-suite
HTML,phpbrew/phpbrew
HTML,phpservermon/phpservermon
HTML,picocms/Pico
HTML,pinggod/hexo-theme-apollo
HTML,pinguo/php-msf
HTML,pioneers/PieCentral
HTML,piqueserver/piqueserver
HTML,pixelhumain/co2
HTML,playframework/playframework
HTML,plouc/mozaik
HTML,poliastro/poliastro
HTML,poole/poole
HTML,poooi/poi
HTML,popcodeorg/popcode
HTML,pouchdb/pouchdb
HTML,powertab/powertabeditor
HTML,ppoffice/hexo-theme-icarus
HTML,ppy/osu-web
HTML,prasadtalasila/IRCLogParser
HTML,prebid/prebid.github.io
HTML,prestodb/presto
HTML,prettier/prettier
HTML,primefaces/primeng
HTML,projectcalico/calico
HTML,prometheus/alertmanager
HTML,prometheus/prometheus
HTML,prose/prose
HTML,publiclab/plots2
HTML,pulibrary/requests
HTML,puppetlabs/showoff
HTML,puppylinux-woof-CE/woof-CE
HTML,purduerov/XX-Core
HTML,pycontw/pycontw2016
HTML,pypa/pip
HTML,pypa/warehouse
HTML,python-security/pyt
HTML,pyvideo/pyvideo
HTML,qgis/QGIS
HTML,qmk/qmk_firmware
HTML,qtumproject/qtum
HTML,quartznet/quartznet
HTML,quasar-analytics/quasar
HTML,quiltdata/quilt
HTML,quisquous/cactbot
HTML,qutebrowser/qutebrowser
HTML,radare/radare2
HTML,rails/rails
HTML,ralfstx/minimal-json
HTML,rasbt/python-machine-learning-book
HTML,rathena/rathena
HTML,ray-project/ray
HTML,react-boilerplate/react-boilerplate
HTML,realm/jazzy
HTML,redkale/redkale
HTML,renocollective/member-portal
HTML,rentpath/react-ui
HTML,resin-io/etcher
HTML,revolunet/sublimetext-markdown-preview
HTML,rextimmy/Torque3D
HTML,richardgirges/express-fileupload
HTML,rickbergfalk/sqlpad
HTML,ripple/ripple-lib
HTML,ritjoe/hfoss
HTML,rminnich/u-root
HTML,rmosolgo/graphql-ruby
HTML,robinmoisson/staticrypt
HTML,rochacbruno/flasgger
HTML,rstacruz/nprogress
HTML,rtfd/readthedocs.org
HTML,rtibbles/kolibri
HTML,ryanoasis/nerd-fonts
HTML,sachinchoolur/lightGallery
HTML,sahat/hackathon-starter
HTML,saiadecasa/saiadecasa.github.io
HTML,salomonelli/best-resume-ever
HTML,samba-team/samba
HTML,schatzlab/genomescope
HTML,schmich/marinara
HTML,schteppe/cannon.js
HTML,schwabdidier/GazePlay
HTML,scikit-learn-contrib/forest-confidence-interval
HTML,scottgchin/delta5_race_timer
HTML,scottschiller/SoundManager2
HTML,sdc-alibaba/SUI-Mobile
HTML,sebastianhaas/medical-appointment-scheduling
HTML,segmentio/analytics.js-core
HTML,selvagsz/ember-carousel
HTML,serratus/quaggaJS
HTML,service-bot/servicebot
HTML,servo/servo
HTML,servo/webrender
HTML,shuzheng/zheng
HTML,sikuli/sikuli
HTML,sillsdev/web-languageforge
HTML,sipb/homeworld
HTML,sivasamyk/logtrail
HTML,sj26/mailcatcher
HTML,smaslennikov/whattimeisitrightmeow
HTML,smpallen99/ex_admin
HTML,snipe/snipe-it
HTML,snowplow/snowplow
HTML,sofish/pen
HTML,solvcon/solvcon
HTML,sonata-project/SonataAdminBundle
HTML,sonata-project/SonataClassificationBundle
HTML,sonata-project/SonataCoreBundle
HTML,sonata-project/SonataDatagridBundle
HTML,sonata-project/SonataDoctrineORMAdminBundle
HTML,sonata-project/SonataDoctrinePhpcrAdminBundle
HTML,sonata-project/SonataMediaBundle
HTML,sonata-project/SonataNewsBundle
HTML,sonata-project/SonataPageBundle
HTML,sonata-project/SonataUserBundle
HTML,sonata-project/ecommerce
HTML,spatie/laravel-permission
HTML,spinnaker/deck
HTML,spinnaker/orca
HTML,splicemachine/spliceengine
HTML,sporchia/alttp_vt_randomizer
HTML,sprig/org-capture-extension
HTML,spring-cloud/spring-cloud-consul
HTML,spring-cloud/spring-cloud-dataflow
HTML,spring-cloud/spring-cloud-netflix
HTML,spring-cloud/spring-cloud-pipelines
HTML,spring-cloud/spring-cloud-sleuth
HTML,spring-projects/spring-boot
HTML,spring-projects/spring-security
HTML,springfox/springfox
HTML,sqshq/PiggyMetrics
HTML,square/okhttp
HTML,square/picasso
HTML,square/retrofit
HTML,sstangl/openpowerlifting
HTML,sta/websocket-sharp
HTML,stablekernel/aqueduct
HTML,stan-dev/stan
HTML,standardnotes/web
HTML,stanford-futuredata/macrobase
HTML,stdlib-js/stdlib
HTML,steamclock/internetmap
HTML,stefanpenner/es6-promise
HTML,stephenmcd/cartridge
HTML,storybooks/storybook
HTML,strava/developers.strava.com
HTML,streamsets/datacollector
HTML,streetmix/streetmix
HTML,stripe/timberlake
HTML,studygolang/studygolang
HTML,styled-components/styled-components
HTML,superRaytin/puzzler
HTML,superdesk/superdesk-client-core
HTML,support-project/knowledge
HTML,swimlane/ngx-datatable
HTML,swisnl/jQuery-contextMenu
HTML,swisspol/GCDWebServer
HTML,symfony/css-selector
HTML,symfony/symfony
HTML,systemd/systemd
HTML,t4t5/sweetalert
HTML,tao12345666333/tornado-zh
HTML,tastejs/todomvc
HTML,teamfx/openjfx-8u-dev-rt
HTML,tennc/webshell
HTML,tensorflow/magenta
HTML,tensorflow/models
HTML,tensorflow/tensor2tensor
HTML,tensorflow/tensorflow
HTML,terkelg/ramme
HTML,terracoin/terracoin
HTML,tgstation/tgstation
HTML,the-blue-alliance/the-blue-alliance
HTML,thebird/Swipe
HTML,thedaviddias/Front-End-Checklist
HTML,thehackerwithin/berkeley
HTML,therecipe/qt
HTML,thomaspark/bootswatch
HTML,thorst/jquery-idletimer
HTML,thx/RAP
HTML,tijsverkoyen/CssToInlineStyles
HTML,tildeio/rsvp.js
HTML,timarney/react-app-rewired
HTML,timber/timber
HTML,tinyproxy/tinyproxy
HTML,tjcsl/ion
HTML,tjoskar/ng-lazyload-image
HTML,tmrowco/electricitymap
HTML,tmuxinator/tmuxinator
HTML,tomakehurst/wiremock
HTML,tonsky/datascript
HTML,tootsuite/mastodon
HTML,topcoat/topcoat
HTML,tornadoweb/tornado
HTML,toy/image_optim
HTML,transloadit/uppy
HTML,tridge/ardupilot
HTML,ttddyy/datasource-proxy
HTML,tudev/tudev.github.io
HTML,tufu9441/maupassant-hexo
HTML,turbolinks/turbolinks
HTML,turbolinks/turbolinks-classic
HTML,twbs/bootstrap
HTML,twbs/bootstrap-rubygem
HTML,tylermcginnis/react-router-firebase-auth
HTML,tylingsoft/dagre-layout
HTML,typicode/json-server
HTML,tzapu/WiFiManager
HTML,uber-common/viewport-mercator-project
HTML,uikit/uikit
HTML,ultratype/UltraTypeBot
HTML,unisonweb/unison
HTML,usc-isi-i2/Web-Karma
HTML,ustbhuangyi/better-scroll
HTML,validator/validator
HTML,valor-software/ngx-bootstrap
HTML,vanilla-music/vanilla
HTML,vapor/vapor
HTML,vega/vega-lite
HTML,vega/voyager
HTML,veloce/lichobile
HTML,vergecurrency/VERGE
HTML,vfleaking/uoj
HTML,viant/endly
HTML,vmg/redcarpet
HTML,vnpy/vnpy
HTML,voyagersearch/navigo
HTML,vpulim/node-soap
HTML,vue-styleguidist/vue-styleguidist
HTML,vuejs-templates/webpack
HTML,vuejs/cn.vuejs.org
HTML,vuejs/jp.vuejs.org
HTML,vuejs/vue
HTML,vuejs/vue-devtools
HTML,vuejs/vuejs.org
HTML,vuetifyjs/vuetify
HTML,wa0x6e/cal-heatmap
HTML,walsh9/videojs-transcript
HTML,walterbender/musicblocks
HTML,wandb/client
HTML,wangfupeng1988/wangEditor
HTML,wasabeef/richeditor-android
HTML,waywardgeek/infnoise
HTML,wch/r-source
HTML,webcomponents/webcomponentsjs
HTML,webdetails/ccc
HTML,webdetails/cda
HTML,webdetails/cdf
HTML,webdetails/sparkl
HTML,webdriverio/webdriverio
HTML,webfolderio/cdp4j
HTML,webpack-contrib/extract-text-webpack-plugin
HTML,webpack/webpack
HTML,webpack/webpack-dev-server
HTML,webrtc/apprtc
HTML,webrtc/samples
HTML,webshell/materia-server
HTML,webtorrent/webtorrent-desktop
HTML,wekan/wekan
HTML,weldr/welder-web
HTML,wevote/WeVoteServer
HTML,widestage/widestage
HTML,wikimedia/apps-android-wikipedia
HTML,wikimedia/mediawiki-extensions-Flow
HTML,wikimedia/wikipedia-ios
HTML,winhowes/file-upload
HTML,wordpress-mobile/WordPress-iOS
HTML,wpilibsuite/allwpilib
HTML,wulkano/kap
HTML,wxsms/uiv
HTML,xinzweb/gpdb
HTML,xubinux/xbin-store
HTML,xupefei/QuickLook
HTML,y7kim/agency-jekyll-theme
HTML,yahoo/kafka-manager
HTML,yamafaktory/babel-react-rollup-starter
HTML,ydcss/vue-ydui
HTML,yscoder/hexo-theme-indigo
HTML,yuanyan/halogen
HTML,yunalading/yuncms
HTML,yunity/karrot-frontend
HTML,yzhang921/CBoard
HTML,z-song/laravel-admin
HTML,zacyu/bilibili-helper
HTML,zalmoxisus/redux-devtools-extension
HTML,zaproxy/zaproxy
HTML,zdhxiong/mdui
HTML,zeit/hyper
HTML,zendesk/zendesk_apps_support
HTML,zidarsk8/ggrc-core
HTML,zone117x/node-open-mining-portal
HTML,zulip/zulip-electron
HTML,zurb/foundation-sites
HTML,zutrinken/attila
HTML,zxing/zxing
Java,4refr0nt/ESPlorer
Java,ACINQ/eclair
Java,AZO234/NP2kai
Java,AdAway/AdAway
Java,Addepar/buck
Java,AlDanial/cloc
Java,Alfresco/records-management
Java,Alluxio/alluxio
Java,AltBeacon/android-beacon-library
Java,Andre1299/TUI-ConsoleLauncher
Java,AppLovin/SDK-Network-Adaptors
Java,Bigkoo/Android-PickerView
Java,Bilibili/ijkplayer
Java,Blankj/AndroidUtilCode
Java,BloodWorkXGaming/ExNihiloCreatio
Java,BorderTech/wcomponents
Java,BtoBastian/Javacord
Java,CCI-MIT/XCoLab
Java,CPFL/Autoware
Java,CenturyLinkCloud/mdw
Java,Chisel-Team/Chisel
Java,Citadel-Station-13/Citadel-Station-13
Java,Curzibn/Luban
Java,DataSketches/memory
Java,DavideD/hibernate-ogm
Java,DiUS/pact-jvm
Java,DrKLO/Telegram
Java,EmpireProject/Empire
Java,Esri/arcgis-runtime-samples-qt
Java,Esri/resource-proxy
Java,Exslims/MercuryTrade
Java,FaridSafi/react-native-gifted-chat
Java,Floens/Clover
Java,Fotoapparat/Fotoapparat
Java,GoogleCloudPlatform/google-cloud-java
Java,Hexworks/zircon
Java,HippieStation/HippieStation
Java,Hydrospheredata/mist
Java,Intel-bigdata/OAP
Java,Intel-bigdata/SSM
Java,Intel-tensorflow/tensorflow
Java,InterestingLab/waterdrop
Java,JThink/SkyEye
Java,JabRef/jabref
Java,JakeWharton/DiskLruCache
Java,JakeWharton/butterknife
Java,JakeWharton/flip-tables
Java,JeffLi1993/springboot-learning-example
Java,JessYanCoding/MVPArms
Java,JetBrains/intellij-community
Java,KDE/kdeconnect-android
Java,LBNL-UCB-STI/beam
Java,M66B/NetGuard
Java,MaLeLabTs/RegexGenerator
Java,McJty/DeepResonance
Java,McJty/RFToolsDimensions
Java,Microsoft/sarif-sdk
Java,Microsoft/vsts-tasks
Java,MikeMcl/bignumber.js
Java,Mindgamesnl/OpenAudioMc
Java,MinecraftForge/ForgeGradle
Java,NLPchina/elasticsearch-sql
Java,NRG948/NRG-Scouting-Application
Java,Neamar/KISS
Java,Netflix/conductor
Java,Netflix/eureka
Java,Netflix/hollow
Java,Netflix/zuul
Java,NolaDonato/GearVRf
Java,OSBI/saiku
Java,OpenModularTurretsTeam/OpenModularTurrets
Java,PLOS/rhino
Java,PerBothner/DomTerm
Java,PhilJay/MPAndroidChart
Java,PistonDevelopers/hematite
Java,PurpleI2P/i2pd
Java,Pwn9/PwnFilter
Java,QMUI/QMUI_Android
Java,Qihoo360/poseidon
Java,QuickBlox/quickblox-android-sdk
Java,Raizlabs/DBFlow
Java,ReactTraining/react-router
Java,RoaringBitmap/RoaringBitmap
Java,RocketChat/Rocket.Chat.Android
Java,SAMLRaider/SAMLRaider
Java,SAP/openui5
Java,Sage-Bionetworks/SynapseWebClient
Java,SalomonBrys/ANR-WatchDog
Java,Screetsec/TheFatRat
Java,SeldonIO/seldon-server
Java,SeleniumHQ/selenium
Java,Show-Me-the-Code/python
Java,SpleefLeague/Core
Java,SpongePowered/SpongeAPI
Java,Swagger2Markup/swagger2markup-maven-plugin
Java,TEAMMATES/teammates
Java,TNG/ArchUnit
Java,TechEmpower/FrameworkBenchmarks
Java,The-Charge/SirLancebot2016
Java,TheCookieLab/poloniex-api-java
Java,TheHolyWaffle/TeamSpeak-3-Java-API
Java,TooTallNate/Java-WebSocket
Java,Valkryst/VTerminal
Java,ZHENFENG13/My-Blog
Java,actionml/harness
Java,actiontech/dble
Java,afollestad/material-dialogs
Java,aikar/commands
Java,airbnb/airpal
Java,akhikhl/gretty
Java,aksonov/react-native-router-flux
Java,alexxiyang/shiro-redis
Java,alibaba/atlas
Java,alibaba/canal
Java,alibaba/dubbo
Java,alibaba/jstorm
Java,alwx/react-native-photo-view
Java,ampproject/amphtml
Java,anbox/anbox
Java,android10/Android-CleanArchitecture
Java,ant-design/ant-design-mobile
Java,anthonycr/Lightning-Browser
Java,aodn/aodn-portal
Java,apache-spark-on-k8s/spark
Java,apache/arrow
Java,apache/beam
Java,apache/calcite
Java,apache/commons-lang
Java,apache/drill
Java,apache/hadoop
Java,apache/spark
Java,apache/zookeeper
Java,apereo/cas
Java,apl-devs/AppIntro
Java,aragozin/jvm-tools
Java,arangodb/arangodb
Java,arcadefire/nice-spinner
Java,archriss/react-native-snap-carousel
Java,aritraroy/UltimateAndroidReference
Java,asLody/VirtualApp
Java,asciidoctor/asciidoctor.js
Java,askerov/DynamicGrid
Java,attentiveness/reading
Java,austinv11/Discord4J
Java,autolab/Autolab
Java,aws/aws-sdk-cpp
Java,aws/aws-sdk-java
Java,b3log/solo
Java,baldurk/renderdoc
Java,baomidou/mybatis-plus
Java,baoyongzhang/SwipeMenuListView
Java,barteksc/AndroidPdfViewer
Java,bazelbuild/bazel
Java,bazelbuild/rules_docker
Java,bcgov/sbc-qsystem
Java,bcosorg/bcos
Java,beagle-dev/beagle-lib
Java,benoitsteiner/tensorflow-opencl
Java,bioinform/varsim
Java,bit3/jsass
Java,bitcoin/bitcoin
Java,bither/bither-android
Java,blackducksoftware/hub-detect
Java,bmuschko/gradle-clover-plugin
Java,box/mojito
Java,boy0001/FastAsyncWorldedit
Java,bradyhouse/house
Java,brettwooldridge/HikariCP
Java,broadinstitute/gatk
Java,bt3gl/My-Gray-Hacker-Resources
Java,camunda/camunda-bpm-platform
Java,caskdata/cdap
Java,cemrich/zapp
Java,census-instrumentation/opencensus-java
Java,cesards/CropImageView
Java,cglib/cglib
Java,changmingxie/tcc-transaction
Java,chr-krenn/chr-krenn-fhj-ws2017-sd17-pse
Java,chukong/programmers-guide-samples
Java,clintbellanger/flare-engine
Java,cmu-db/peloton
Java,coala/coala-bears
Java,code4craft/tiny-spring
Java,code4craft/webmagic
Java,codecentric/spring-boot-admin
Java,codekidX/storage-chooser
Java,codenameone/CodenameOne
Java,confluentinc/kafka-connect-jdbc
Java,cornedor/react-native-video-player
Java,couchbase/couchbase-lite-android
Java,coursier/coursier
Java,crazycodeboy/TakePhoto
Java,crossbario/autobahn-java
Java,ctripcorp/apollo
Java,cucumber/cucumber
Java,daimajia/AndroidSwipeLayout
Java,daimajia/AndroidViewAnimations
Java,daimajia/NumberProgressBar
Java,damorim/compilers-cin
Java,danvk/dygraphs
Java,databricks/spark-csv
Java,datastax/java-driver
Java,ddarriba/jmodeltest2
Java,deeplearning4j/DataVec
Java,deeplearning4j/deeplearning4j
Java,deeplearning4j/libnd4j
Java,didi/VirtualAPK
Java,dmlc/tvm
Java,docker-library/official-images
Java,doramart/DoraCMS
Java,drewnoakes/metadata-extractor
Java,druid-io/druid
Java,dtk/dtk-server
Java,eBay/RTran
